scenario,seed,allocator,task_completion_rate,mean_completion_time,system_throughput,mean_amv_availability,fault_impact_score,deadlock_frequency,mean_packet_loss_rate,energy_efficiency,convergence_rate,connectivity_maintenance,physics_impact_on_faults,thermocline_crossing_penalty,congestion_drop_rate,stalled_amv_timesteps,mean_task_delay,max_task_delay,never_completed_tasks
comm_blackout,80,auction,0.9333333333333333,161.35714285714286,0.028,0.4177997843821904,0.3612,0.2,0.517950123321458,20.567923350498614,1.4035087719298245,0.52,0.28841186068520364,0.23595505617977527,0.03535215127432173,0,49.4,130.0,1
comm_blackout,90,auction,1.0,128.13333333333333,0.03,0.5502593781518764,0.4258064516129032,0.0,0.5313472654513117,13.77135440356584,1.3170731707317074,0.5571847507331378,-0.019987332909682774,0.34948866162738995,0.035126722987994664,0,69.53333333333333,187.0,0
comm_blackout,1000,auction,0.8,158.58333333333334,0.024,0.36076953935562317,0.5364,0.4,0.47667688117126317,26.912855823669563,1.853211009174312,0.698,-0.2978969050542513,0.11338100102145046,0.10401770514130065,0,41.53333333333333,129.0,3
mass_fault,42,auction,0.7333333333333333,134.0,0.022,0.32644853109319993,0.6532,0.6,0.3455650607834309,24.161564058395467,1.3796296296296295,0.922,0.821236364143644,0.37685727149932463,0.060783430886987844,0,32.733333333333334,67.0,4
mass_fault,100,auction,0.8,133.5,0.024,0.29853156268250025,0.6972,1.2,0.276266137040715,25.602887161236637,1.4705882352941178,0.78,-0.4255478803103751,0.36305858987090367,0.050248262164846076,0,51.266666666666666,150.0,3
mass_fault,2023,auction,0.8,141.75,0.024,0.30711245401344406,0.6736,0.6,0.2940584088620342,28.60689067432409,1.4,0.922,0.5138253732011683,0.4217522658610272,0.05861027190332326,0,46.46666666666667,132.0,3
mass_fault,888,auction,1.0,95.2,0.03,0.5102255141912388,0.5140495867768595,0.0,0.3587939698492462,10.09809911738277,1.5087719298245614,0.9173553719008265,0.3439700063112851,0.38894472361809046,0.04924623115577889,0,51.46666666666667,148.0,0
mass_fault,9999,auction,0.5333333333333333,134.5,0.016,0.27924523360535347,0.6256,1.7999999999999998,0.35383696625858463,51.03526503878997,2.023121387283237,1.0,-0.5582670441936273,0.46058524932815764,0.08748880262765005,0,43.666666666666664,183.0,7
mass_fault,10,auction,0.4,175.0,0.012,0.29012733007335273,0.6216,3.5999999999999996,0.23801675594011812,69.2055673702459,1.920731707317073,0.94,0.34120290216685056,0.3919791237467381,0.05686032138442522,0,41.13333333333333,125.0,9
mass_fault,20,auction,1.0,144.6,0.03,0.4283351471584922,0.5781333333333334,0.0,0.2554640931024695,13.470284877777145,1.2696629213483146,1.0,-0.4709559869349503,0.1521430598921374,0.03633267101901788,0,46.6,90.0,0
mass_fault,30,auction,0.5333333333333333,101.875,0.016,0.3104281849291965,0.6532,1.7999999999999998,0.3238175202910719,53.57364152340979,1.9751552795031055,0.982,-0.46174752115643525,0.4643157010915197,0.09627763783935069,0,49.13333333333333,156.0,7
mass_fault,40,auction,0.6666666666666666,97.8,0.02,0.27860805454389076,0.742,1.7999999999999998,0.3578069894196858,40.454206227576705,1.8380281690140845,1.0,0.21040952018510883,0.4315485732606605,0.08592497595383136,0,37.86666666666667,147.0,5
mass_fault,50,auction,0.7333333333333333,128.0909090909091,0.022,0.3173850357820964,0.7096,1.4000000000000001,0.31982729990036535,34.330490934958455,1.736,0.842,0.48457412204075095,0.4603121886416473,0.09166389903686482,0,40.8,148.0,4
